Date,Open,High,Low,Close,Volume,Adj Close
2016-05-26,151.550003,152.509995,151.050003,152.440002,3062900,152.440002
2016-05-25,148.929993,152.089996,148.50,151.690002,4355300,151.690002
2016-05-24,146.880005,148.75,146.880005,148.309998,2929300,148.309998
2016-05-23,147.610001,147.949997,146.660004,146.770004,2103800,146.770004
2016-05-20,145.710007,147.509995,145.550003,147.25,3671500,147.25
2016-05-19,146.479996,146.929993,143.960007,144.929993,3685600,144.929993
2016-05-18,147.990005,148.520004,146.360001,147.339996,2491100,147.339996
2016-05-17,149.210007,149.50,147.289993,148.00,3490600,148.00
2016-05-16,147.649994,149.990005,147.440002,149.460007,3069100,149.460007
2016-05-13,148.789993,149.860001,147.419998,147.720001,2398000,147.720001
2016-05-12,149.210007,149.389999,147.110001,148.839996,3249200,148.839996
2016-05-11,149.710007,151.089996,148.740005,148.949997,3093000,148.949997
2016-05-10,148.240005,150.039993,147.740005,149.970001,3992700,149.970001
2016-05-09,147.699997,148.199997,147.009995,147.339996,4302400,147.339996
2016-05-06,144.860001,147.970001,144.470001,147.289993,4895800,147.289993
2016-05-05,145.949997,147.300003,145.449997,146.470001,6501200,145.070003
2016-05-04,143.360001,145.00,143.309998,144.25,2577100,142.871221
2016-05-03,144.649994,144.899994,142.899994,144.130005,3584300,142.752373
2016-05-02,146.559998,147.00,144.429993,145.270004,3502400,143.881476
2016-04-29,146.490005,147.339996,144.190002,145.940002,4225800,144.54507
2016-04-28,149.75,150.179993,146.729996,147.070007,3791500,145.664274
2016-04-27,149.350006,150.779999,148.970001,150.470001,3111200,149.03177
2016-04-26,148.649994,149.789993,147.899994,149.080002,2979800,147.655056
2016-04-25,148.160004,148.899994,147.110001,148.809998,2848900,147.387633
2016-04-22,149.440002,151.00,147.50,148.50,5191900,147.080598
2016-04-21,146.580002,150.119995,146.460007,149.300003,6017700,147.872955
2016-04-20,144.240005,147.199997,144.00,146.110001,6754300,144.713443
2016-04-19,146.470001,146.949997,142.610001,144.00,13190200,142.62361
2016-04-18,151.720001,153.139999,151.490005,152.529999,6581700,151.072077
2016-04-15,151.039993,152.100006,150.960007,151.720001,3657600,150.269822
2016-04-14,151.50,152.759995,150.380005,151.160004,3176500,149.715177
2016-04-13,150.75,151.229996,149.630005,151.229996,3168400,149.7845
2016-04-12,149.610001,150.110001,148.580002,149.630005,3595800,148.199802
2016-04-11,150.259995,151.949997,149.220001,149.25,3846100,147.82343
2016-04-08,149.059998,149.990005,148.119995,149.350006,3293800,147.92248
2016-04-07,149.070007,149.600006,148.00,148.25,3663000,146.832988
2016-04-06,149.899994,150.149994,147.809998,150.020004,4194600,148.586074
2016-04-05,151.429993,151.600006,149.649994,150.00,3337000,148.566261
2016-04-04,152.339996,153.520004,151.910004,152.070007,3931200,150.616483
2016-04-01,150.509995,152.960007,150.25,152.520004,3925500,151.062178
2016-03-31,149.789993,153.100006,149.360001,151.449997,6780600,150.002398
2016-03-30,149.949997,150.410004,148.320007,148.410004,3331200,146.991462
2016-03-29,147.589996,149.759995,147.50,149.330002,3138500,147.902667
2016-03-28,147.75,148.649994,147.229996,148.399994,3265100,146.981548
2016-03-24,144.979996,148.220001,144.490005,147.949997,5044500,146.535852
2016-03-23,148.00,148.029999,145.130005,145.399994,4764200,144.010223
2016-03-22,148.059998,149.279999,147.839996,148.100006,4081900,146.684428
2016-03-21,147.300003,148.710007,146.720001,148.630005,3721600,147.209361
2016-03-18,147.399994,147.509995,145.509995,147.089996,12089700,145.684072
2016-03-17,144.779999,147.320007,144.449997,147.039993,5821600,145.634547
2016-03-16,142.619995,144.880005,142.110001,144.789993,4221900,143.406053
2016-03-15,141.740005,143.330002,141.539993,142.960007,3707500,141.593558
2016-03-14,142.009995,143.190002,141.039993,142.779999,4048800,141.41527
2016-03-11,141.729996,142.919998,140.509995,142.360001,4421900,140.999287
2016-03-10,141.240005,141.470001,138.089996,140.190002,4020600,138.85003
2016-03-09,139.309998,142.169998,139.229996,140.410004,4406500,139.067928
2016-03-08,139.710007,140.350006,137.419998,139.070007,5579100,137.74074
2016-03-07,137.279999,140.509995,136.869995,140.149994,5171000,138.810404
2016-03-04,137.539993,139.419998,137.020004,137.800003,3968400,136.482875
2016-03-03,137.220001,137.960007,136.070007,137.800003,5156400,136.482875
2016-03-02,133.699997,137.440002,133.220001,136.300003,5217200,134.997212
2016-03-01,132.240005,134.639999,132.029999,134.369995,3788500,133.085652
2016-02-29,132.00,133.360001,130.899994,131.029999,4428000,129.77758
2016-02-26,134.509995,134.919998,131.949997,132.029999,4386200,130.768022
2016-02-25,133.289993,134.509995,130.880005,134.50,4358300,133.214414
2016-02-24,131.550003,133.490005,129.679993,132.800003,4122600,131.530666
2016-02-23,133.139999,133.410004,132.009995,132.399994,3439700,131.13448
2016-02-22,133.080002,134.309998,132.410004,133.770004,4457400,132.491396
2016-02-19,132.360001,133.649994,130.839996,133.080002,5125300,131.807989
2016-02-18,130.00,134.00,129.75,132.449997,9951600,131.184005
2016-02-17,123.709999,126.57,123.25,126.099998,4821000,124.894702
2016-02-16,121.830002,123.089996,121.339996,122.739998,4061400,121.566817
2016-02-12,119.260002,121.050003,118.349998,121.040001,4936500,119.883069
2016-02-11,118.779999,119.660004,116.900002,117.849998,7307600,116.723557
2016-02-10,125.00,125.290001,119.839996,120.190002,6469100,119.041195
2016-02-09,126.120003,126.93,123.769997,124.07,5957200,122.884106
2016-02-08,126.00,127.510002,124.129997,126.980003,7364000,125.766295
2016-02-05,127.220001,128.639999,125.849998,128.570007,7177700,126.053525
2016-02-04,125.080002,128.50,125.00,127.650002,5266500,125.151527
2016-02-03,123.989998,125.449997,122.290001,124.720001,6223500,122.278875
2016-02-02,123.669998,124.139999,122.639999,122.940002,3287300,120.533716
2016-02-01,124.400002,125.290001,123.709999,124.830002,3574900,122.386722
2016-01-29,123.279999,124.790001,122.959999,124.790001,8248100,122.347504
2016-01-28,121.260002,122.830002,121.010002,122.220001,3942500,119.827807
2016-01-27,122.730003,123.370003,120.650002,120.959999,5026400,118.592467
2016-01-26,122.25,123.610001,122.239998,122.589996,4617800,120.19056
2016-01-25,122.099998,124.230003,121.639999,122.080002,5446000,119.690548
2016-01-22,124.669998,124.739998,121.769997,122.50,9238400,120.102325
2016-01-21,121.300003,125.099998,120.580002,122.910004,8851600,120.504304
2016-01-20,118.459999,123.989998,118.00,121.860001,16157800,119.474853
2016-01-19,130.110001,132.100006,128.059998,128.110001,9979600,125.602522
2016-01-15,130.009995,130.880005,128.869995,130.029999,9008500,127.484941
2016-01-14,131.929993,133.789993,131.220001,132.910004,5709600,130.308576
2016-01-13,133.50,134.279999,131.100006,131.169998,4700100,128.602627
2016-01-12,133.649994,133.779999,131.130005,132.899994,5078700,130.298762
2016-01-11,131.809998,133.820007,131.759995,133.229996,4974400,130.622304
2016-01-08,133.179993,133.820007,131.320007,131.630005,4762700,129.05363
2016-01-07,133.699997,135.020004,132.429993,132.860001,7025800,130.259551
2016-01-06,134.380005,135.580002,133.619995,135.169998,4310900,132.524336
2016-01-05,136.759995,136.889999,134.850006,135.850006,3924800,133.191034
2016-01-04,135.600006,135.970001,134.240005,135.949997,5229400,133.289068
2015-12-31,139.070007,139.100006,137.570007,137.619995,3462100,134.926379
2015-12-30,139.580002,140.440002,139.220001,139.339996,2989400,136.612715
2015-12-29,138.25,140.059998,138.199997,139.779999,3943700,137.044105
2015-12-28,137.740005,138.039993,136.539993,137.610001,3143400,134.91658
2015-12-24,138.429993,138.880005,138.110001,138.25,1495200,135.544053
2015-12-23,138.300003,139.309998,138.110001,138.539993,5164900,135.82837
2015-12-22,135.880005,138.190002,135.649994,137.929993,4263800,135.230309
2015-12-21,135.830002,135.830002,134.020004,135.50,5617500,132.847878
2015-12-18,136.410004,136.960007,134.270004,134.899994,10026100,132.259616
2015-12-17,139.350006,139.50,136.309998,136.75,4089500,134.073412
2015-12-16,139.119995,139.649994,137.789993,139.289993,4345500,136.563691
2015-12-15,137.399994,138.970001,137.279999,137.789993,4207900,135.09305
2015-12-14,135.309998,136.139999,134.020004,135.929993,5143800,133.269455
2015-12-11,135.229996,135.440002,133.910004,134.570007,5333800,131.936088
2015-12-10,137.029999,137.850006,135.720001,136.779999,4222300,134.102824
2015-12-09,137.380005,139.839996,136.229996,136.610001,4615000,133.936153
2015-12-08,138.279999,139.059998,137.529999,138.050003,3905200,135.34797
2015-12-07,140.160004,140.410004,138.809998,139.550003,3279400,136.818611
2015-12-04,138.089996,141.020004,137.990005,140.429993,4571600,137.681377
2015-12-03,140.100006,140.729996,138.190002,138.919998,5909600,136.200937
2015-12-02,140.929993,141.210007,139.50,139.699997,3725400,136.965669
2015-12-01,139.580002,141.399994,139.580002,141.279999,4195100,138.514746
2015-11-30,138.610001,139.899994,138.520004,139.419998,4545600,136.691151
2015-11-27,138.00,138.809998,137.210007,138.460007,1415800,135.749949
2015-11-25,138.369995,138.429993,137.380005,138.00,3238200,135.298946
2015-11-24,137.649994,139.339996,137.309998,138.600006,3407700,135.887208
2015-11-23,138.529999,138.869995,137.119995,138.460007,5137900,135.749949
2015-11-20,137.369995,138.919998,137.25,138.50,5176400,135.78916
2015-11-19,136.210007,137.740005,136.009995,136.740005,4753600,134.063613
2015-11-18,134.789993,135.910004,134.259995,135.820007,4149200,133.161622
2015-11-17,134.220001,134.820007,133.309998,133.820007,2815100,131.200768
2015-11-16,131.789993,134.089996,131.789993,133.710007,4190800,131.09292
2015-11-13,132.949997,133.00,131.649994,131.75,4613800,129.171276
2015-11-12,134.699997,134.699997,133.009995,133.039993,4701400,130.436021
2015-11-11,136.089996,136.199997,134.50,135.020004,3164800,132.377277
2015-11-10,135.360001,135.740005,134.119995,135.470001,4520800,132.818467
2015-11-09,137.919998,138.080002,134.880005,135.309998,8075600,132.661595
2015-11-06,138.600006,139.550003,137.869995,138.25,4744900,135.544053
2015-11-05,141.610001,142.380005,139.630005,139.889999,5096900,135.8774
2015-11-04,142.550003,142.649994,141.300003,141.630005,3516900,137.567495
2015-11-03,140.020004,142.800003,139.899994,141.880005,4349400,137.810324
2015-11-02,140.50,140.520004,139.570007,140.369995,3822200,136.343628
2015-10-30,140.440002,141.330002,139.899994,140.080002,3984000,136.061953
2015-10-29,140.360001,140.820007,139.020004,140.550003,3710400,136.518472
2015-10-28,137.919998,141.229996,137.50,140.830002,8511400,136.79044
2015-10-27,143.509995,143.830002,137.330002,137.860001,15008500,133.90563
2015-10-26,144.75,145.00,143.210007,143.660004,3489400,139.539266
2015-10-23,144.610001,145.490005,143.699997,144.679993,5370400,140.529997
2015-10-22,141.740005,145.070007,141.619995,144.089996,5583200,139.956925
2015-10-21,140.25,142.660004,139.300003,140.919998,6990600,136.877855
2015-10-20,142.490005,142.880005,140.270004,140.639999,16025600,136.605887
2015-10-19,149.850006,149.970001,148.380005,149.220001,7954700,144.939781
2015-10-16,150.449997,151.199997,149.259995,150.389999,3454000,146.076219
2015-10-15,150.910004,151.240005,148.580002,150.089996,3476200,145.784821
2015-10-14,149.600006,150.649994,149.020004,150.009995,3353000,145.707114
2015-10-13,150.779999,150.779999,149.179993,149.619995,3915700,145.328301
2015-10-12,152.399994,152.580002,150.850006,151.139999,3227600,146.804706
2015-10-09,152.460007,153.149994,151.270004,152.389999,3531100,148.018851
2015-10-08,149.690002,153.020004,149.289993,152.279999,4794400,147.912005
2015-10-07,150.039993,150.729996,148.860001,150.089996,2980800,145.784821
2015-10-06,149.059998,150.149994,148.490005,148.779999,3018100,144.512399
2015-10-05,145.820007,149.889999,145.820007,149.039993,5131800,144.764936
2015-10-02,141.050003,144.589996,140.559998,144.580002,3054400,140.432875
2015-10-01,145.309998,145.669998,141.589996,143.589996,3880900,139.471267
2015-09-30,143.690002,145.710007,143.660004,144.970001,3946200,140.811687
2015-09-29,141.990005,142.660004,141.149994,142.470001,4763500,138.383397
2015-09-28,144.419998,145.380005,142.470001,142.520004,4317300,138.431966
2015-09-25,145.550003,146.270004,144.529999,145.419998,3474400,141.248777
2015-09-24,142.600006,145.070007,141.949997,144.410004,3280300,140.267753
2015-09-23,144.210007,144.570007,142.75,143.660004,2674200,139.539266
2015-09-22,144.619995,145.059998,143.770004,144.429993,3564100,140.287168
2015-09-21,145.389999,146.979996,144.919998,146.479996,3825000,142.278369
2015-09-18,146.050003,146.389999,143.979996,144.509995,7975800,140.364876
2015-09-17,148.100006,149.679993,147.300003,148.139999,4003000,143.890758
2015-09-16,147.839996,148.889999,147.539993,148.410004,2799200,144.153017
2015-09-15,146.600006,147.929993,145.759995,147.529999,2717100,143.298254
2015-09-14,147.369995,147.369995,145.410004,145.649994,3226700,141.472175
2015-09-11,145.910004,147.50,145.669998,147.369995,3115100,143.14284
2015-09-10,145.850006,147.160004,144.509995,146.199997,3461700,142.006402
2015-09-09,148.740005,149.039993,144.850006,145.050003,3407800,140.889395
2015-09-08,145.860001,147.339996,145.660004,147.229996,3933300,143.006856
2015-09-04,144.570007,145.399994,143.320007,143.699997,4201100,139.578112
2015-09-03,146.050003,148.029999,145.770004,146.779999,3603500,142.569767
2015-09-02,144.740005,145.080002,143.179993,145.050003,4252000,140.889395
2015-09-01,144.910004,144.979996,141.850006,142.679993,5272000,138.587365
2015-08-31,147.380005,148.399994,146.259995,147.889999,4093100,143.647928
2015-08-28,147.75,148.199997,147.179993,147.979996,4076300,143.735343
2015-08-27,148.50,148.970001,145.660004,148.539993,4976600,144.279278
2015-08-26,144.089996,146.979996,142.139999,146.699997,6221800,142.49206
2015-08-25,146.940002,147.110001,140.619995,140.960007,7073200,136.916715
2015-08-24,143.470001,147.759995,143.00,143.470001,10189700,139.354713
2015-08-21,151.50,153.190002,148.699997,148.850006,7362100,144.580398
2015-08-20,152.740005,153.910004,152.50,152.660004,4011500,148.28111
2015-08-19,155.149994,155.669998,153.410004,153.940002,4206400,149.524394
2015-08-18,155.509995,156.520004,155.25,156.009995,2018300,151.53501
2015-08-17,155.199997,156.690002,154.699997,156.309998,2249600,151.826408
2015-08-14,155.00,156.210007,154.580002,155.75,3226400,151.282473
2015-08-13,156.059998,156.089996,154.320007,155.070007,2533400,150.621985
2015-08-12,154.259995,156.520004,153.949997,156.160004,3560300,151.680716
2015-08-11,155.960007,155.990005,154.860001,155.509995,3167100,151.049352
2015-08-10,156.770004,157.470001,156.119995,156.75,4613400,152.253789
2015-08-07,155.889999,156.25,154.339996,155.119995,3794900,150.670539
2015-08-06,157.130005,157.539993,156.179993,156.320007,3004800,151.83613
2015-08-05,159.100006,159.539993,157.479996,157.899994,3472800,152.108084
2015-08-04,158.399994,158.820007,156.869995,157.600006,5260600,151.8191
2015-08-03,161.699997,161.850006,157.899994,158.710007,4615700,152.888384
2015-07-31,161.399994,162.059998,160.630005,161.990005,3580200,156.04807
